日期,收盘,开盘,高,低,交易量,涨跌幅
2021年2月19日,"18,384.27","18,316.03","18,393.10","18,271.44",267.67M,0.60%
2021年2月18日,"18,274.07","18,304.17","18,351.14","18,207.20",265.67M,-0.55%
2021年2月17日,"18,374.78","18,346.08","18,391.27","18,254.30",273.38M,-0.64%
2021年2月16日,"18,492.50","18,514.41","18,579.68","18,452.51",289.78M,0.17%
2021年2月12日,"18,460.21","18,381.92","18,460.79","18,335.83",253.29M,0.37%
2021年2月11日,"18,392.99","18,462.98","18,481.07","18,325.50",270.99M,-0.35%
2021年2月10日,"18,457.78","18,494.80","18,527.88","18,302.06",258.15M,0.27%
2021年2月9日,"18,408.62","18,369.86","18,421.01","18,334.52",247.52M,0.43%
2021年2月8日,"18,330.26","18,236.43","18,333.83","18,236.43",301.44M,1.07%
2021年2月5日,"18,135.90","18,110.64","18,159.20","18,070.69",232.38M,0.52%
2021年2月4日,"18,041.97","17,954.29","18,072.17","17,929.66",257.40M,0.70%
2021年2月3日,"17,915.91","17,906.57","17,924.73","17,822.24",254.68M,0.23%
2021年2月2日,"17,874.49","17,755.74","17,895.27","17,752.91",260.99M,1.03%
2021年2月1日,"17,692.45","17,527.44","17,716.06","17,487.72",247.89M,2.05%
2021年1月29日,"17,337.02","17,615.78","17,615.78","17,297.75",304.03M,-1.81%
2021年1月28日,"17,657.20","17,571.20","17,711.89","17,537.12",270.01M,1.34%
2021年1月27日,"17,424.43","17,688.17","17,688.17","17,412.20",290.91M,-2.00%
2021年1月26日,"17,779.41","17,945.01","17,945.01","17,774.38",221.12M,-0.71%
2021年1月25日,"17,906.02","17,835.32","17,931.05","17,735.92",246.02M,0.34%
2021年1月22日,"17,845.91","17,812.53","17,869.91","17,790.23",209.23M,-0.39%
2021年1月21日,"17,916.20","18,018.30","18,018.30","17,870.25",223.76M,-0.55%
2021年1月20日,"18,014.91","18,016.42","18,027.52","17,911.50",249.57M,0.32%
2021年1月19日,"17,957.37","17,992.46","18,023.29","17,916.79",248.90M,0.07%
2021年1月18日,"17,944.88","17,889.41","17,967.70","17,889.41",99.07M,0.20%
2021年1月15日,"17,909.03","17,961.61","17,972.73","17,808.86",272.44M,-0.27%
2021年1月14日,"17,958.09","17,974.24","18,025.30","17,948.25",300.84M,0.13%
2021年1月13日,"17,934.74","18,001.34","18,009.98","17,897.17",240.88M,-0.28%
2021年1月12日,"17,985.80","17,981.82","18,009.33","17,894.11",244.49M,0.29%
2021年1月11日,"17,934.45","17,929.97","18,027.20","17,927.20",225.78M,-0.60%
2021年1月8日,"18,042.07","18,057.11","18,058.61","17,935.61",259.27M,0.08%
2021年1月7日,"18,027.57","17,935.25","18,051.75","17,912.83",261.34M,1.12%
2021年1月6日,"17,828.11","17,721.61","17,924.52","17,721.61",310.53M,0.82%
2021年1月5日,"17,682.51","17,543.98","17,694.40","17,543.98",290.34M,0.88%
2021年1月4日,"17,527.77","17,583.36","17,593.81","17,405.43",238.96M,0.54%
2020年12月31日,"17,433.36","17,520.71","17,556.54","17,428.66",158.57M,-0.64%
2020年12月30日,"17,545.81","17,572.25","17,623.11","17,534.08",159.58M,0.01%
2020年12月29日,"17,543.43","17,610.46","17,661.17","17,512.22",205.41M,-0.46%
2020年12月24日,"17,623.88","17,595.89","17,641.69","17,568.49",95.98M,0.17%
2020年12月23日,"17,593.57","17,586.94","17,652.67","17,583.60",185.16M,0.23%
2020年12月22日,"17,552.46","17,538.19","17,572.91","17,478.36",208.02M,0.29%
2020年12月21日,"17,500.89","17,366.95","17,507.65","17,307.45",247.29M,-0.19%
2020年12月18日,"17,534.63","17,675.32","17,676.60","17,517.20",484.41M,-0.67%
2020年12月17日,"17,652.94","17,646.92","17,684.07","17,605.45",247.25M,0.49%
2020年12月16日,"17,567.42","17,570.43","17,600.56","17,480.77",256.85M,0.35%
2020年12月15日,"17,506.48","17,481.80","17,533.07","17,441.76",221.32M,0.68%
2020年12月14日,"17,387.40","17,614.22","17,617.26","17,383.27",297.60M,-0.92%
2020年12月11日,"17,548.92","17,539.52","17,561.83","17,470.92",215.90M,-0.25%
2020年12月10日,"17,593.34","17,478.27","17,603.66","17,452.90",236.33M,0.19%
2020年12月9日,"17,559.86","17,654.17","17,667.96","17,475.12",285.24M,-0.45%
2020年12月8日,"17,639.00","17,541.62","17,654.92","17,541.62",240.04M,0.32%
2020年12月7日,"17,582.35","17,494.73","17,611.48","17,447.32",337.31M,0.35%
2020年12月4日,"17,520.97","17,438.90","17,525.74","17,437.45",310.27M,0.71%
2020年12月3日,"17,398.02","17,386.04","17,452.85","17,381.96",251.03M,0.23%
2020年12月2日,"17,358.21","17,278.08","17,358.29","17,220.89",261.92M,0.35%
2020年12月1日,"17,296.93","17,431.27","17,471.20","17,285.32",296.70M,0.62%
2020年11月30日,"17,190.25","17,339.70","17,339.70","17,124.86",445.83M,-1.19%
2020年11月27日,"17,396.56","17,316.81","17,410.99","17,316.81",187.47M,0.26%
2020年11月26日,"17,351.34","17,306.15","17,366.62","17,301.93",98.81M,0.22%
2020年11月25日,"17,313.07","17,278.42","17,323.83","17,215.54",248.97M,0.22%
2020年11月24日,"17,274.25","17,203.00","17,311.14","17,190.85",322.05M,1.05%
2020年11月23日,"17,094.53","17,067.25","17,137.30","17,035.70",278.90M,0.44%
2020年11月20日,"17,019.10","16,929.37","17,048.87","16,891.59",230.21M,0.65%
2020年11月19日,"16,909.81","16,838.03","16,922.63","16,813.64",223.71M,0.12%
2020年11月18日,"16,889.82","16,972.32","16,990.57","16,884.75",254.87M,-0.34%
2020年11月17日,"16,948.06","16,800.19","16,952.78","16,773.82",264.19M,0.34%
2020年11月16日,"16,889.81","16,791.87","16,889.81","16,733.98",306.57M,1.28%
2020年11月13日,"16,675.64","16,679.49","16,736.25","16,662.37",240.21M,0.56%
2020年11月12日,"16,582.18","16,774.19","16,794.92","16,532.79",268.74M,-1.14%
2020年11月11日,"16,774.14","16,718.35","16,801.02","16,674.90",270.39M,0.96%
2020年11月10日,"16,615.37","16,503.03","16,654.81","16,485.78",311.21M,0.85%
2020年11月9日,"16,475.86","16,626.32","16,680.25","16,465.19",476.66M,-0.91%
2020年11月6日,"16,627.03","16,359.35","16,715.72","16,236.62",58.46M,1.85%
2020年11月5日,"16,325.42","16,232.70","16,338.39","16,223.68",86.79M,2.04%
2020年11月4日,"15,998.74","16,053.66","16,111.67","15,894.24",285.81M,0.37%
2020年11月3日,"15,939.15","15,791.83","15,975.85","15,791.83",194.52M,1.54%
2020年11月2日,"15,696.87","15,684.92","15,724.93","15,569.43",197.14M,0.75%
2020年10月30日,"15,580.64","15,616.02","15,632.32","15,418.46",221.69M,-0.57%
2020年10月29日,"15,670.70","15,633.63","15,738.19","15,514.59",205.66M,0.54%
2020年10月28日,"15,586.57","15,835.10","15,835.10","15,575.13",277.46M,-2.71%
2020年10月27日,"16,020.94","16,084.68","16,104.59","15,999.24",188.79M,-0.36%
2020年10月26日,"16,079.55","16,207.95","16,224.22","15,990.08",219.83M,-1.38%
2020年10月23日,"16,304.08","16,312.57","16,334.83","16,228.60",188.72M,0.15%
2020年10月22日,"16,279.36","16,222.75","16,294.00","16,148.64",202.66M,0.30%
2020年10月21日,"16,230.23","16,246.89","16,313.10","16,203.03",188.60M,-0.26%
2020年10月20日,"16,273.26","16,350.01","16,369.91","16,245.97",213.25M,0.00%
2020年10月19日,"16,274.07","16,483.39","16,490.89","16,261.82",213.18M,-1.00%
2020年10月16日,"16,438.75","16,534.44","16,549.69","16,435.69",176.77M,-0.38%
2020年10月15日,"16,501.03","16,305.11","16,515.18","16,289.96",182.20M,0.28%
2020年10月14日,"16,455.40","16,554.13","16,575.41","16,436.79",224.31M,-0.34%
2020年10月13日,"16,510.83","16,569.88","16,569.88","16,449.83",222.18M,-0.31%
2020年10月9日,"16,562.81","16,584.08","16,611.02","16,518.43",209.62M,0.17%
2020年10月8日,"16,534.54","16,484.97","16,539.13","16,481.57",226.46M,0.65%
2020年10月7日,"16,428.30","16,352.76","16,443.91","16,338.97",205.38M,1.18%
2020年10月6日,"16,236.13","16,454.12","16,455.84","16,205.54",242.77M,-1.06%
2020年10月5日,"16,410.19","16,262.46","16,418.62","16,251.08",219.49M,1.30%
2020年10月2日,"16,199.25","16,021.55","16,213.89","16,005.70",188.13M,0.09%
2020年10月1日,"16,184.54","16,189.66","16,228.45","16,117.25",214.75M,0.39%
2020年9月30日,"16,121.38","16,228.03","16,273.75","16,090.60",262.49M,-0.56%
2020年9月29日,"16,211.52","16,231.19","16,232.58","16,131.51",169.38M,-0.19%
2020年9月28日,"16,242.81","16,237.11","16,286.79","16,185.06",235.69M,1.10%
2020年9月25日,"16,065.35","15,878.15","16,088.83","15,832.02",177.94M,0.96%
2020年9月24日,"15,912.26","15,781.43","15,994.19","15,724.95",206.01M,0.60%
2020年9月23日,"15,817.11","16,183.45","16,195.01","15,816.44",222.69M,-2.02%
2020年9月22日,"16,142.89","16,048.88","16,180.15","16,000.50",194.99M,1.01%
2020年9月21日,"15,981.77","15,981.31","15,981.77","15,763.05",270.46M,-1.34%
2020年9月18日,"16,198.97","16,289.51","16,310.03","16,174.34",532.48M,-0.29%
2020年9月17日,"16,246.72","16,134.54","16,294.32","16,103.07",206.87M,-0.30%
2020年9月16日,"16,295.66","16,495.59","16,495.59","16,295.66",228.99M,-0.83%
2020年9月15日,"16,431.27","16,468.20","16,515.21","16,408.12",208.58M,0.43%
2020年9月14日,"16,360.14","16,314.86","16,373.31","16,295.08",231.70M,0.85%
2020年9月11日,"16,222.46","16,252.12","16,316.79","16,143.15",186.49M,0.23%
2020年9月10日,"16,185.32","16,431.59","16,431.59","16,153.18",215.66M,-1.21%
2020年9月9日,"16,383.60","16,250.42","16,432.74","16,250.42",227.75M,1.76%
2020年9月8日,"16,099.52","16,064.48","16,222.19","15,956.04",282.43M,-0.73%
2020年9月4日,"16,218.01","16,471.93","16,507.20","16,086.24",260.64M,-1.40%
2020年9月3日,"16,448.89","16,675.96","16,720.81","16,386.28",204.79M,-1.49%
2020年9月2日,"16,697.97","16,711.27","16,725.68","16,650.03",212.02M,0.32%
2020年9月1日,"16,644.99","16,533.18","16,644.99","16,462.73",199.99M,0.79%
2020年8月31日,"16,514.44","16,685.48","16,685.48","16,498.08",240.91M,-1.15%
2020年8月28日,"16,705.79","16,780.92","16,781.85","16,681.39",208.79M,-0.15%
2020年8月27日,"16,731.49","16,823.38","16,835.09","16,650.52",188.25M,-0.35%
2020年8月26日,"16,789.97","16,642.55","16,792.69","16,611.41",171.98M,1.04%
2020年8月25日,"16,617.48","16,654.94","16,654.94","16,523.86",158.10M,-0.06%
2020年8月24日,"16,626.64","16,631.70","16,638.96","16,573.19",185.39M,0.66%
2020年8月21日,"16,517.85","16,546.28","16,546.28","16,474.72",170.63M,-0.54%
2020年8月20日,"16,606.76","16,514.89","16,621.85","16,490.64",182.40M,0.18%
2020年8月19日,"16,577.38","16,609.45","16,653.99","16,565.15",213.01M,-0.29%
2020年8月18日,"16,626.06","16,701.73","16,706.57","16,579.02",165.96M,-0.18%
2020年8月17日,"16,656.12","16,627.13","16,663.01","16,600.21",189.27M,0.86%
2020年8月14日,"16,514.61","16,467.10","16,543.01","16,454.00",163.42M,-0.09%
2020年8月13日,"16,530.06","16,553.99","16,587.67","16,471.59",175.05M,-0.27%
2020年8月12日,"16,575.28","16,645.56","16,681.39","16,565.04",221.36M,0.47%
2020年8月11日,"16,497.01","16,579.15","16,640.44","16,486.02",252.38M,-0.65%
2020年8月10日,"16,605.50","16,603.88","16,647.34","16,534.95",224.22M,0.37%
2020年8月7日,"16,544.48","16,544.32","16,567.27","16,492.06",184.33M,-0.21%
2020年8月6日,"16,579.10","16,543.50","16,593.44","16,496.81",224.41M,0.47%
2020年8月5日,"16,501.61","16,454.06","16,507.32","16,440.31",233.40M,0.82%
2020年8月4日,"16,368.03","16,172.64","16,370.78","16,172.64",241.46M,1.23%
2020年7月31日,"16,169.20","16,288.81","16,288.81","16,060.58",215.03M,-0.80%
2020年7月30日,"16,299.29","16,123.08","16,299.29","16,020.55",185.97M,0.03%
2020年7月29日,"16,294.66","16,271.40","16,317.89","16,173.02",188.31M,1.08%
2020年7月28日,"16,121.32","16,139.96","16,189.48","16,085.26",191.26M,-0.25%
2020年7月27日,"16,161.33","16,076.33","16,165.84","16,012.72",183.67M,1.03%
2020年7月24日,"15,997.06","15,980.56","16,006.25","15,928.42",166.47M,-0.13%
2020年7月23日,"16,018.65","16,178.52","16,186.91","15,969.83",196.71M,-0.94%
2020年7月22日,"16,171.06","16,173.18","16,196.41","16,107.73",185.90M,0.05%
2020年7月21日,"16,162.96","16,297.59","16,317.42","16,153.20",222.77M,-0.13%
2020年7月20日,"16,183.66","16,113.35","16,201.72","16,112.27",200.33M,0.37%
2020年7月17日,"16,123.48","16,089.29","16,142.67","16,012.89",163.79M,0.62%
2020年7月16日,"16,024.50","15,965.09","16,069.07","15,957.77",174.88M,-0.24%
2020年7月15日,"16,063.33","15,996.19","16,130.58","15,979.22",238.76M,0.97%
2020年7月14日,"15,908.45","15,625.04","15,923.45","15,573.51",231.73M,1.72%
2020年7月13日,"15,639.41","15,782.60","15,879.73","15,621.04",229.55M,-0.47%
2020年7月10日,"15,713.82","15,582.63","15,717.55","15,546.30",202.76M,0.93%
2020年7月9日,"15,568.64","15,637.73","15,649.14","15,391.73",203.78M,-0.39%
2020年7月8日,"15,629.19","15,637.02","15,706.92","15,533.09",207.83M,0.22%
2020年7月7日,"15,595.50","15,605.33","15,717.72","15,582.44",183.71M,-0.47%
2020年7月6日,"15,669.67","15,765.59","15,797.01","15,643.36",238.09M,0.47%
2020年7月3日,"15,596.75","15,613.21","15,625.09","15,561.60",61.23M,-0.16%
2020年7月2日,"15,622.40","15,694.11","15,828.64","15,613.14",212.04M,0.69%
2020年6月30日,"15,515.22","15,342.59","15,564.85","15,319.44",255.56M,0.82%
2020年6月29日,"15,389.72","15,250.45","15,425.00","15,182.82",216.26M,1.32%
2020年6月26日,"15,188.98","15,400.77","15,405.93","15,167.59",256.56M,-1.66%
2020年6月25日,"15,446.14","15,222.64","15,450.98","15,178.35",195.78M,0.99%
2020年6月24日,"15,294.38","15,489.29","15,489.29","15,144.42",237.45M,-1.74%
2020年6月23日,"15,564.75","15,673.83","15,679.44","15,527.24",219.10M,0.31%
2020年6月22日,"15,516.90","15,484.34","15,537.69","15,427.33",240.80M,0.28%
2020年6月19日,"15,474.20","15,638.07","15,638.07","15,436.93",944.00M,-0.04%
2020年6月18日,"15,479.83","15,367.34","15,523.46","15,341.46",223.09M,0.33%
2020年6月17日,"15,428.69","15,571.48","15,571.48","15,413.83",232.46M,-0.56%
2020年6月16日,"15,515.83","15,694.26","15,701.84","15,450.72",288.84M,1.02%
2020年6月15日,"15,359.66","15,044.49","15,442.89","14,934.71",294.43M,0.68%
2020年6月12日,"15,256.57","15,394.90","15,424.13","15,117.27",340.42M,1.37%
2020年6月11日,"15,050.92","15,374.47","15,401.29","15,015.51",374.43M,-4.14%
2020年6月10日,"15,701.33","15,863.59","15,863.59","15,610.68",361.96M,-0.84%
2020年6月9日,"15,833.74","15,880.97","15,907.94","15,772.17",360.73M,-0.88%
2020年6月8日,"15,974.91","15,963.53","15,980.07","15,847.87",443.02M,0.76%
2020年6月5日,"15,854.07","15,780.86","15,883.03","15,773.99",378.22M,2.10%
2020年6月4日,"15,527.87","15,577.25","15,637.38","15,502.41",300.08M,-0.29%
2020年6月3日,"15,572.63","15,517.09","15,629.08","15,504.24",-,1.15%
2020年6月2日,"15,396.33","15,301.18","15,398.62","15,276.54",-,1.05%
2020年6月1日,"15,236.21","15,177.61","15,271.10","15,163.09",246.51M,0.29%
2020年5月29日,"15,192.83","15,241.76","15,244.36","15,092.89",793.56M,-0.46%
2020年5月28日,"15,262.73","15,325.73","15,342.43","15,226.86",333.99M,-0.06%
2020年5月27日,"15,272.03","15,176.45","15,272.03","14,940.32",349.33M,0.82%
2020年5月26日,"15,148.12","15,162.06","15,185.07","15,095.02",299.84M,0.48%
2020年5月25日,"15,075.42","15,004.19","15,089.58","14,983.01",127.87M,1.08%
2020年5月22日,"14,913.64","14,929.34","14,933.22","14,834.82",252.74M,0.19%
2020年5月21日,"14,884.85","14,993.53","14,999.50","14,783.88",288.95M,-0.75%
2020年5月20日,"14,997.63","15,048.23","15,054.78","14,972.24",300.48M,0.75%
2020年5月19日,"14,885.48","14,911.42","14,951.24","14,823.00",378.89M,1.68%
2020年5月15日,"14,638.90","14,504.34","14,657.63","14,447.88",286.95M,0.89%
2020年5月14日,"14,509.66","14,346.24","14,553.05","14,187.47",307.62M,0.04%
2020年5月13日,"14,503.21","14,898.12","14,898.12","14,419.88",311.64M,-2.54%
2020年5月12日,"14,881.16","15,161.47","15,184.87","14,881.16",306.66M,-1.47%
2020年5月11日,"15,103.22","14,901.90","15,118.83","14,852.79",252.70M,0.91%
2020年5月8日,"14,966.56","14,958.17","14,985.59","14,898.45",312.19M,0.90%
2020年5月7日,"14,833.69","14,963.22","15,016.03","14,815.78",314.63M,0.02%
2020年5月6日,"14,830.74","14,855.44","14,909.62","14,744.27",302.69M,0.13%
2020年5月5日,"14,811.56","14,899.39","14,943.71","14,764.08",297.58M,0.45%
2020年5月4日,"14,745.04","14,554.20","14,745.04","14,518.07",295.09M,0.85%
2020年5月1日,"14,620.34","14,562.98","14,661.19","14,520.20",287.32M,-1.09%
2020年4月30日,"14,780.74","15,114.81","15,114.81","14,767.13",403.60M,-2.94%
2020年4月29日,"15,228.11","15,003.00","15,257.93","15,002.14",371.32M,2.90%
2020年4月28日,"14,798.29","14,767.64","14,855.98","14,658.66",297.71M,1.07%
2020年4月27日,"14,642.11","14,491.98","14,649.60","14,404.64",284.52M,1.54%
2020年4月24日,"14,420.36","14,337.58","14,433.65","14,242.75",323.78M,1.19%
2020年4月23日,"14,251.09","14,329.37","14,422.42","14,238.69",311.06M,-0.26%
2020年4月22日,"14,288.16","14,212.91","14,304.99","14,112.95",267.17M,2.50%
2020年4月21日,"13,940.06","14,106.49","14,307.72","13,940.06",307.13M,-3.12%
2020年4月20日,"14,388.28","14,132.77","14,509.80","14,075.77",334.71M,0.20%
2020年4月17日,"14,359.88","14,079.28","14,365.78","14,079.28",374.05M,3.31%
2020年4月16日,"13,899.32","14,024.79","14,056.92","13,874.68",288.40M,-0.42%
2020年4月15日,"13,958.58","14,010.90","14,070.97","13,900.66",315.61M,-2.10%
2020年4月14日,"14,258.43","14,239.06","14,440.91","14,110.70",335.90M,1.30%
2020年4月13日,"14,075.94","14,195.12","14,197.58","13,889.25",326.41M,-0.64%
2020年4月9日,"14,166.63","14,081.97","14,329.19","14,010.67",437.30M,1.73%
2020年4月8日,"13,925.71","13,725.95","13,964.92","13,588.40",374.16M,2.29%
2020年4月7日,"13,614.14","13,937.92","14,062.71","13,571.48",400.92M,0.16%
2020年4月6日,"13,592.70","13,362.37","13,603.00","13,300.13",386.78M,5.06%
2020年4月3日,"12,938.30","13,108.27","13,171.19","12,829.38",354.99M,-1.22%
2020年4月2日,"13,097.84","12,946.62","13,248.61","12,920.99",446.04M,1.72%
2020年4月1日,"12,876.37","12,966.82","13,138.05","12,813.98",373.01M,-3.76%
2020年3月31日,"13,378.75","13,083.92","13,557.62","13,083.92",498.99M,2.61%
2020年3月30日,"13,038.50","12,780.91","13,048.44","12,548.96",388.25M,2.76%
2020年3月27日,"12,687.74","12,942.91","12,963.60","12,630.27",453.38M,-5.11%
2020年3月26日,"13,371.17","13,154.10","13,592.34","13,138.34",471.05M,1.77%
2020年3月25日,"13,139.23","12,588.14","13,690.39","12,496.27",553.13M,4.52%
2020年3月24日,"12,571.08","11,909.65","12,588.28","11,823.86",489.33M,11.96%
2020年3月23日,"11,228.49","11,802.77","11,870.56","11,172.73",473.24M,-5.26%
2020年3月20日,"11,851.81","12,335.65","12,670.78","11,809.40",727.89M,-2.62%
2020年3月19日,"12,170.52","11,657.34","12,294.41","11,361.34",531.59M,3.83%
2020年3月18日,"11,721.42","12,197.74","12,500.03","11,384.06",589.44M,-7.60%
2020年3月17日,"12,685.21","12,525.27","13,114.53","12,322.67",618.75M,2.63%
2020年3月16日,"12,360.40","12,648.73","12,851.68","11,883.66",525.67M,-9.89%
2020年3月13日,"13,716.33","13,161.61","13,716.33","12,608.31",669.33M,9.66%
2020年3月12日,"12,508.45","13,611.82","13,611.82","12,451.12",678.33M,-12.34%
2020年3月11日,"14,270.09","14,639.69","14,714.23","14,185.23",468.98M,-4.60%
2020年3月10日,"14,958.09","15,019.04","15,048.84","14,481.91",571.00M,3.06%
